paper,title,topic
679,Synthesis of Permissive Privacy Enforcement,Machine learning
679,Synthesis of Permissive Privacy Enforcement,Privacy-preserving systems
679,Synthesis of Permissive Privacy Enforcement,Privacy policies
679,Synthesis of Permissive Privacy Enforcement,Software security
680,Non-interactive proofs of proof-of-work,Applied cryptography
680,Non-interactive proofs of proof-of-work,Distributed systems security
680,Non-interactive proofs of proof-of-work,Protocols
681,Cascading Attack Analysis for Grid-Connected Microgrid,Cyber-physical systems (including IoT) security
682,Empirical Evaluation of Threat Modeling Methodologies,Metrics
682,Empirical Evaluation of Threat Modeling Methodologies,Software security
682,Empirical Evaluation of Threat Modeling Methodologies,User studies
683,Automated Feature Extraction for Website Fingerprinting through Deep Learning,Anonymity
683,Automated Feature Extraction for Website Fingerprinting through Deep Learning,Machine learning
683,Automated Feature Extraction for Website Fingerprinting through Deep Learning,Web security and privacy
686,Software Side-Channel Vulnerabilities: Detection Complexity,Information flow
686,Software Side-Channel Vulnerabilities: Detection Complexity,Metrics
686,Software Side-Channel Vulnerabilities: Detection Complexity,Software security
687,Verifying Security Policies in Multi-agent Workflows with Loops,Information flow
688,Probabilistic Obfuscation through Covert Channels,Information flow
688,Probabilistic Obfuscation through Covert Channels,Malware
688,Probabilistic Obfuscation through Covert Channels,Mobile security and privacy
688,Probabilistic Obfuscation through Covert Channels,Software security
689,Forgotten Siblings: Unifying Attacks on Machine Learning and Digital Watermarking,Machine learning
690,Effectively Extinguishing Ransomware - a Hybrid Approach to Android Ransomware Detection,Machine learning
690,Effectively Extinguishing Ransomware - a Hybrid Approach to Android Ransomware Detection,Malware
690,Effectively Extinguishing Ransomware - a Hybrid Approach to Android Ransomware Detection,Mobile security and privacy
691,"Watch Me, but Don't Touch Me! Contactless Control Flow Monitoring via Electromagnetic Emanations",Intrusion detection
691,"Watch Me, but Don't Touch Me! Contactless Control Flow Monitoring via Electromagnetic Emanations",Software security
692,A reduction-based proof for 3-party Kerberos,Applied cryptography
692,A reduction-based proof for 3-party Kerberos,Authentication and authorization
692,A reduction-based proof for 3-party Kerberos,Network security
692,A reduction-based proof for 3-party Kerberos,Protocols
693,Why Do Developers Get Password Storage Wrong? A Qualitative Usability Study,Authentication and authorization
693,Why Do Developers Get Password Storage Wrong? A Qualitative Usability Study,User studies
694,RAINCOAT: RAndomized Network Communication in Power Grid Cyber INfrastructure to Mislead Cyber Attackers,Cyber-physical systems (including IoT) security
694,RAINCOAT: RAndomized Network Communication in Power Grid Cyber INfrastructure to Mislead Cyber Attackers,Network security
695,On the Accuracy of Password Strength Meters,Authentication and authorization
695,On the Accuracy of Password Strength Meters,Metrics
696,Practical Attacks Against Graph-based Clustering,Intrusion detection
696,Practical Attacks Against Graph-based Clustering,Machine learning
696,Practical Attacks Against Graph-based Clustering,Malware
696,Practical Attacks Against Graph-based Clustering,Network security
697,vNIDS: Towards Elastic Security with Safe and Efficient Virtualization of Network Intrusion Detection Systems,Intrusion detection
697,vNIDS: Towards Elastic Security with Safe and Efficient Virtualization of Network Intrusion Detection Systems,Network security
698,IPSec IKE is a secure multi-phase AKE Protocol,Applied cryptography
698,IPSec IKE is a secure multi-phase AKE Protocol,Distributed systems security
698,IPSec IKE is a secure multi-phase AKE Protocol,Network security
698,IPSec IKE is a secure multi-phase AKE Protocol,Protocols
699,Ephemeral Identifiers: Mitigating Tracking & Spoofing Threats to BLE Beacons,Anonymity
699,Ephemeral Identifiers: Mitigating Tracking & Spoofing Threats to BLE Beacons,Cyber-physical systems (including IoT) security
699,Ephemeral Identifiers: Mitigating Tracking & Spoofing Threats to BLE Beacons,Mobile security and privacy
699,Ephemeral Identifiers: Mitigating Tracking & Spoofing Threats to BLE Beacons,Privacy-preserving systems
700,A recommender system for efficient discovery of new anomalies in large-scale access logs,Machine learning
700,A recommender system for efficient discovery of new anomalies in large-scale access logs,Web security and privacy
701,Fear and Logging in the Internet of Things,Cyber-physical systems (including IoT) security
703,Symmetric Searchable Encryption with Sharing and Unsharing,Applied cryptography
704,SecureMatch: A Scalable Fuzzy Authentication Approach Using Physical-Layer Features for IoT,Authentication and authorization
704,SecureMatch: A Scalable Fuzzy Authentication Approach Using Physical-Layer Features for IoT,Cyber-physical systems (including IoT) security
704,SecureMatch: A Scalable Fuzzy Authentication Approach Using Physical-Layer Features for IoT,Machine learning
705,PADon: Towards Online Program Anomaly Detection based on LSTM Language Modeling with Intel PT Support,Hardware and architecture security
705,PADon: Towards Online Program Anomaly Detection based on LSTM Language Modeling with Intel PT Support,Intrusion detection
705,PADon: Towards Online Program Anomaly Detection based on LSTM Language Modeling with Intel PT Support,Machine learning
705,PADon: Towards Online Program Anomaly Detection based on LSTM Language Modeling with Intel PT Support,Malware
705,PADon: Towards Online Program Anomaly Detection based on LSTM Language Modeling with Intel PT Support,Software security
706,Location-based Network Path Validation,Network security
706,Location-based Network Path Validation,Privacy policies
706,Location-based Network Path Validation,Web security and privacy
707,Position-independent Code Reuse: On the Effectiveness of ASLR in the Absence of Information Disclosure,Software security
709,Assessing Vulnerability of Dynamic Networks via Probabilistic Betweenness Centrality,Distributed systems security
709,Assessing Vulnerability of Dynamic Networks via Probabilistic Betweenness Centrality,Network security
710,POKs Based Low Energy Authentication Scheme\\ for Implantable Medical Devices,Access control
710,POKs Based Low Energy Authentication Scheme\\ for Implantable Medical Devices,Authentication and authorization
710,POKs Based Low Energy Authentication Scheme\\ for Implantable Medical Devices,Cyber-physical systems (including IoT) security
710,POKs Based Low Energy Authentication Scheme\\ for Implantable Medical Devices,Network security
710,POKs Based Low Energy Authentication Scheme\\ for Implantable Medical Devices,Protocols
712,"An Automated, Decentralized, and Transparent Public-Key Infrastructure",Authentication and authorization
712,"An Automated, Decentralized, and Transparent Public-Key Infrastructure",Network security
712,"An Automated, Decentralized, and Transparent Public-Key Infrastructure",Web security and privacy
713,Just in Time Hashing,Authentication and authorization
713,Just in Time Hashing,User studies
714,ADINT: Exploiting Ad Targeting for Intelligence Gathering,Mobile security and privacy
714,ADINT: Exploiting Ad Targeting for Intelligence Gathering,Web security and privacy
715,Thunderella: Blockchains with Optimistic Instant Confirmation,Distributed systems security
715,Thunderella: Blockchains with Optimistic Instant Confirmation,Protocols
715,Thunderella: Blockchains with Optimistic Instant Confirmation,Secure and verifiable computation
717,Client-side Name Collision Vulnerability in the New gTLD Era: A Systematic Study,Mobile security and privacy
717,Client-side Name Collision Vulnerability in the New gTLD Era: A Systematic Study,Network security
717,Client-side Name Collision Vulnerability in the New gTLD Era: A Systematic Study,Software security
718,Ranking Vulenrability Fixes Using Planning Graph Analysis,Metrics
719,Open BlockChain: On the Security and Privacy of Anonymous Transaction Signatures,Anonymity
719,Open BlockChain: On the Security and Privacy of Anonymous Transaction Signatures,Authentication and authorization
719,Open BlockChain: On the Security and Privacy of Anonymous Transaction Signatures,Distributed systems security
719,Open BlockChain: On the Security and Privacy of Anonymous Transaction Signatures,Privacy-preserving systems
720,Crypto Crumple Zones: Protecting Encryption in a Time of Political Uncertainty,Applied cryptography
720,Crypto Crumple Zones: Protecting Encryption in a Time of Political Uncertainty,Mobile security and privacy
720,Crypto Crumple Zones: Protecting Encryption in a Time of Political Uncertainty,Network security
720,Crypto Crumple Zones: Protecting Encryption in a Time of Political Uncertainty,Privacy-preserving systems
720,Crypto Crumple Zones: Protecting Encryption in a Time of Political Uncertainty,Protocols
721,ALCHEMY: A Language and Compiler for Homomorphic Encryption Made easY,Applied cryptography
721,ALCHEMY: A Language and Compiler for Homomorphic Encryption Made easY,Language-based security
721,ALCHEMY: A Language and Compiler for Homomorphic Encryption Made easY,Secure and verifiable computation
722,Causality Inference in Audit Logs via Modeling,Forensics
722,Causality Inference in Audit Logs via Modeling,Language-based security
723,"DL-CAIS: Large-Scale, Language-Oblivious,and Obfuscation-Resilient Code Authorship Identification Using Deep Learning",Anonymity
723,"DL-CAIS: Large-Scale, Language-Oblivious,and Obfuscation-Resilient Code Authorship Identification Using Deep Learning",Language-based security
723,"DL-CAIS: Large-Scale, Language-Oblivious,and Obfuscation-Resilient Code Authorship Identification Using Deep Learning",Machine learning
724,HardScope: Thwarting DOP with Hardware-assisted Run-time Scope Enforcement,Cyber-physical systems (including IoT) security
724,HardScope: Thwarting DOP with Hardware-assisted Run-time Scope Enforcement,Hardware and architecture security
724,HardScope: Thwarting DOP with Hardware-assisted Run-time Scope Enforcement,Software security
725,Recursive ORAMs with Practical Constructions,Applied cryptography
726,CHANCEL: Protecting Data Privacy from Adversarial Servers,Cloud security
726,CHANCEL: Protecting Data Privacy from Adversarial Servers,Hardware and architecture security
726,CHANCEL: Protecting Data Privacy from Adversarial Servers,Privacy-preserving systems
726,CHANCEL: Protecting Data Privacy from Adversarial Servers,Software security
727,SemFuzz: Semantics-based Automatic Exploit Generation,Software security
728,Generating Synthetic Decentralized Social Graphs with Local Differential Privacy,Privacy-preserving systems
730,Better Than Advertised: Improved Security Guarantees for MD-Based Hash Functions,Applied cryptography
731,Generic attacks on oblivious databases,Cloud security
731,Generic attacks on oblivious databases,Privacy-preserving systems
732,Alternative Views: Uncovering Inconsistencies in Desktop/Mobile Websites and the Impact on Web Security,Web security and privacy
733,RFC-Directed Differential Testing of Certificate Validation in SSL/TLS Implementations,Authentication and authorization
733,RFC-Directed Differential Testing of Certificate Validation in SSL/TLS Implementations,Network security
733,RFC-Directed Differential Testing of Certificate Validation in SSL/TLS Implementations,Software security
734,Collusion-Secure Watermarking for Sequential Data,Forensics
734,Collusion-Secure Watermarking for Sequential Data,Protocols
735,TwinsCoin: A Cryptocurrency via Proof-of-Work and Proof-of-Stake,Applied cryptography
735,TwinsCoin: A Cryptocurrency via Proof-of-Work and Proof-of-Stake,Distributed systems security
735,TwinsCoin: A Cryptocurrency via Proof-of-Work and Proof-of-Stake,Protocols
736,Attribute-Based Encryption in the Generic Group Model: Automated Proofs and New Constructions,Applied cryptography
738,Anonymity in Interledger Protocols,Anonymity
738,Anonymity in Interledger Protocols,Protocols
739,Briareos: A Modular Framework For Intrusion Detection And Prevention,Intrusion detection
739,Briareos: A Modular Framework For Intrusion Detection And Prevention,Software security
740,A Cloud-User Watermarking Protocol: Protecting the Right to Be Forgotten for the Outsourced Plain Images,Cloud security
740,A Cloud-User Watermarking Protocol: Protecting the Right to Be Forgotten for the Outsourced Plain Images,Network security
740,A Cloud-User Watermarking Protocol: Protecting the Right to Be Forgotten for the Outsourced Plain Images,Protocols
741,Internet of API's: Mobile Application Remote Web API Reconnaissance and Attacks,Cloud security
741,Internet of API's: Mobile Application Remote Web API Reconnaissance and Attacks,Information flow
741,Internet of API's: Mobile Application Remote Web API Reconnaissance and Attacks,Mobile security and privacy
741,Internet of API's: Mobile Application Remote Web API Reconnaissance and Attacks,Web security and privacy
742,Password-Hardened Key-Encapsulation Mechanism (or How not to Leak Credit Card Information?),Applied cryptography
742,Password-Hardened Key-Encapsulation Mechanism (or How not to Leak Credit Card Information?),Authentication and authorization
743,CHECKMATE: Security Checker for Ethereum Smart Contracts,Distributed systems security
743,CHECKMATE: Security Checker for Ethereum Smart Contracts,Language-based security
743,CHECKMATE: Security Checker for Ethereum Smart Contracts,Software security
744,Privacy-Preserving Ridge Regression on Distributed Data,Applied cryptography
744,Privacy-Preserving Ridge Regression on Distributed Data,Machine learning
744,Privacy-Preserving Ridge Regression on Distributed Data,Privacy-preserving systems
744,Privacy-Preserving Ridge Regression on Distributed Data,Protocols
744,Privacy-Preserving Ridge Regression on Distributed Data,Secure and verifiable computation
745,The Secret of Machine Island: Hardware-Level Clock Fingerprinting on the Web,Hardware and architecture security
745,The Secret of Machine Island: Hardware-Level Clock Fingerprinting on the Web,Privacy-preserving systems
745,The Secret of Machine Island: Hardware-Level Clock Fingerprinting on the Web,Web security and privacy
746,Alcatraz: Data Exfiltration-Resilient Corporate Network Architecture,Cloud security
746,Alcatraz: Data Exfiltration-Resilient Corporate Network Architecture,Distributed systems security
746,Alcatraz: Data Exfiltration-Resilient Corporate Network Architecture,Network security
746,Alcatraz: Data Exfiltration-Resilient Corporate Network Architecture,Secure and verifiable computation
747,VulDeePecker: A Deep Learning-based System for Automatic Vulnerability Detection,Language-based security
747,VulDeePecker: A Deep Learning-based System for Automatic Vulnerability Detection,Machine learning
747,VulDeePecker: A Deep Learning-based System for Automatic Vulnerability Detection,Software security
748,SADE-ID: Scalable Attestation for Dynamic Embedded and IoT Devices,Cyber-physical systems (including IoT) security
748,SADE-ID: Scalable Attestation for Dynamic Embedded and IoT Devices,Distributed systems security
748,SADE-ID: Scalable Attestation for Dynamic Embedded and IoT Devices,Malware
748,SADE-ID: Scalable Attestation for Dynamic Embedded and IoT Devices,Mobile security and privacy
748,SADE-ID: Scalable Attestation for Dynamic Embedded and IoT Devices,Network security
748,SADE-ID: Scalable Attestation for Dynamic Embedded and IoT Devices,Protocols
748,SADE-ID: Scalable Attestation for Dynamic Embedded and IoT Devices,Software security
749,Late-Stage Attack-Space Reduction through Piece-Wise Compilation and Loading,Software security
750,Remote Attestation For Low-End Prover Devices With Post-Quantum Capabilities,Applied cryptography
750,Remote Attestation For Low-End Prover Devices With Post-Quantum Capabilities,Cyber-physical systems (including IoT) security
750,Remote Attestation For Low-End Prover Devices With Post-Quantum Capabilities,Protocols
751,AUTHSCOPE: Towards Automatic Discovery of Vulnerable Access Control in Online Services,Access control
751,AUTHSCOPE: Towards Automatic Discovery of Vulnerable Access Control in Online Services,Authentication and authorization
752,POWer to the PLC: On Proof-of-Work and Execution Regularities in Programmable Logic Controllers,Cyber-physical systems (including IoT) security
752,POWer to the PLC: On Proof-of-Work and Execution Regularities in Programmable Logic Controllers,Intrusion detection
752,POWer to the PLC: On Proof-of-Work and Execution Regularities in Programmable Logic Controllers,Network security
753,Result Pattern Hiding Searchable Encryption for Conjunctive Queries,Applied cryptography
753,Result Pattern Hiding Searchable Encryption for Conjunctive Queries,Cloud security
754,Towards Measuring Cyber Agility: Adaptation Metrics,Intrusion detection
754,Towards Measuring Cyber Agility: Adaptation Metrics,Metrics
755,K-means++ vs. Behavioral Biometrics: One Loop to Rule Them All,Authentication and authorization
755,K-means++ vs. Behavioral Biometrics: One Loop to Rule Them All,Language-based security
755,K-means++ vs. Behavioral Biometrics: One Loop to Rule Them All,Machine learning
755,K-means++ vs. Behavioral Biometrics: One Loop to Rule Them All,Mobile security and privacy
756,Sealed: Secure Fault-Tolerant Data Fusion,Distributed systems security
756,Sealed: Secure Fault-Tolerant Data Fusion,Privacy-preserving systems
756,Sealed: Secure Fault-Tolerant Data Fusion,Secure and verifiable computation
757,Dual-Secure Structured Encryption,Applied cryptography
758,Towards Differentially Private Truth Discovery for Crowd Sensing Systems,Privacy-preserving systems
759,IoTFuzzer: Discovering Vulnerabilities in IoT Devices With a Mobile App Based Fuzzing Framework,Cyber-physical systems (including IoT) security
759,IoTFuzzer: Discovering Vulnerabilities in IoT Devices With a Mobile App Based Fuzzing Framework,Software security
760,ConcurORAM: High-Throughput Parallel Multi-Client ORAM,Cloud security
760,ConcurORAM: High-Throughput Parallel Multi-Client ORAM,Distributed systems security
760,ConcurORAM: High-Throughput Parallel Multi-Client ORAM,Privacy-preserving systems
762,S3ORAM: A Computation-Efficient and Constant Client Bandwidth Blowup ORAM with Shamir Secret Sharing,Applied cryptography
762,S3ORAM: A Computation-Efficient and Constant Client Bandwidth Blowup ORAM with Shamir Secret Sharing,Privacy-preserving systems
762,S3ORAM: A Computation-Efficient and Constant Client Bandwidth Blowup ORAM with Shamir Secret Sharing,Protocols
763,Tango with Android Apps through Shared Storage,Mobile security and privacy
763,Tango with Android Apps through Shared Storage,Software security
764,OComm: Privacy-preserving Communication in IoT Based on Obfuscation,Anonymity
764,OComm: Privacy-preserving Communication in IoT Based on Obfuscation,Cyber-physical systems (including IoT) security
764,OComm: Privacy-preserving Communication in IoT Based on Obfuscation,Privacy-preserving systems
765,Code-reuse atacks for the Web: Breaking Cross-Site Scripting Mitigations via Script Gadgets,Information flow
765,Code-reuse atacks for the Web: Breaking Cross-Site Scripting Mitigations via Script Gadgets,Web security and privacy
766,Improved Private Computation on Set Intersection,Applied cryptography
766,Improved Private Computation on Set Intersection,Protocols
766,Improved Private Computation on Set Intersection,Secure and verifiable computation
767,Look at Me and I Know You in 600 Milliseconds! Exploring a Truly Cancelable Brain Biometrics for Smart Headwear,Authentication and authorization
768,On-disk Obfuscation of Encrypted File Blocks,Applied cryptography
768,On-disk Obfuscation of Encrypted File Blocks,Forensics
768,On-disk Obfuscation of Encrypted File Blocks,Privacy-preserving systems
769,Ensuring Privacy in Web Applications through Locally Enforced Views,Access control
769,Ensuring Privacy in Web Applications through Locally Enforced Views,Privacy policies
769,Ensuring Privacy in Web Applications through Locally Enforced Views,Software security
769,Ensuring Privacy in Web Applications through Locally Enforced Views,Web security and privacy
770,Fairness in an Unfair World: Fair Multiparty Computation from public Bulletin Boards,Applied cryptography
770,Fairness in an Unfair World: Fair Multiparty Computation from public Bulletin Boards,Protocols
770,Fairness in an Unfair World: Fair Multiparty Computation from public Bulletin Boards,Secure and verifiable computation
771,Statistical Estimation of Malware Detection Metrics in the Absence of Ground Truth,Malware
771,Statistical Estimation of Malware Detection Metrics in the Absence of Ground Truth,Metrics
772,How to Split End-to-end Security Model of TLS: A Focus on CDN,Authentication and authorization
772,How to Split End-to-end Security Model of TLS: A Focus on CDN,Network security
772,How to Split End-to-end Security Model of TLS: A Focus on CDN,Web security and privacy
773,Bolt: Anonymous Payment Channels for Decentralized Currencies,Anonymity
773,Bolt: Anonymous Payment Channels for Decentralized Currencies,Applied cryptography
773,Bolt: Anonymous Payment Channels for Decentralized Currencies,Privacy-preserving systems
773,Bolt: Anonymous Payment Channels for Decentralized Currencies,Privacy policies
773,Bolt: Anonymous Payment Channels for Decentralized Currencies,Protocols
774,Efficient Privacy-Preserving Edit Distance and Beyond,Privacy-preserving systems
774,Efficient Privacy-Preserving Edit Distance and Beyond,Protocols
775,Efficient Cryptographically Secure Detection of Direct Injection Attacks Against x86 Systems,Applied cryptography
775,Efficient Cryptographically Secure Detection of Direct Injection Attacks Against x86 Systems,Intrusion detection
775,Efficient Cryptographically Secure Detection of Direct Injection Attacks Against x86 Systems,Malware
776,One Preprocessing to Rule Them All: Verifiable Computation with Circuit-Independent Preprocessing and Applications to Verifiable RAM Programs,Secure and verifiable computation
779,GeoSpatial Encryption (GSE): A Privacy Preserving Scheme for GeoSpatial Data,Cloud security
779,GeoSpatial Encryption (GSE): A Privacy Preserving Scheme for GeoSpatial Data,Privacy-preserving systems
780,Automated Online Adaptive Side-Channel Attack Synthesis,Information flow
780,Automated Online Adaptive Side-Channel Attack Synthesis,Network security
780,Automated Online Adaptive Side-Channel Attack Synthesis,Software security
780,Automated Online Adaptive Side-Channel Attack Synthesis,Web security and privacy
781,MATRIX: a Per-App Seamless and Realistic Synthetic Mobility for User Anonymity,Anonymity
781,MATRIX: a Per-App Seamless and Realistic Synthetic Mobility for User Anonymity,Mobile security and privacy
781,MATRIX: a Per-App Seamless and Realistic Synthetic Mobility for User Anonymity,Privacy-preserving systems
783,Presence Attestation: The Missing Link In Dynamic Trust Bootstrapping,Authentication and authorization
783,Presence Attestation: The Missing Link In Dynamic Trust Bootstrapping,Hardware and architecture security
783,Presence Attestation: The Missing Link In Dynamic Trust Bootstrapping,Protocols
784,A Practical Encrypted Data Analytic Framework With Trusted Processors,Applied cryptography
784,A Practical Encrypted Data Analytic Framework With Trusted Processors,Cloud security
784,A Practical Encrypted Data Analytic Framework With Trusted Processors,Hardware and architecture security
785,OpenHammer: An Open Platform for Large-scale Rowhammer Research,Hardware and architecture security
786,Data Leakage Prevention in Databases: User Modeling with Temporal Behavior Drift,Intrusion detection
787,Differentially Private Vertically Partitioned Data Publishing,Privacy-preserving systems
789,Concurrency and Privacy with Payment-Channel Networks,Distributed systems security
789,Concurrency and Privacy with Payment-Channel Networks,Privacy-preserving systems
789,Concurrency and Privacy with Payment-Channel Networks,Protocols
790,CRYSTALS -- Dilithium: digital signatures from module lattices,Protocols
791,Statistical Inference Attacks,Applied cryptography
792,Correlation Driven PUF Design and Attacks,Cyber-physical systems (including IoT) security
792,Correlation Driven PUF Design and Attacks,Hardware and architecture security
792,Correlation Driven PUF Design and Attacks,Machine learning
793,Noiseless Fully Homomorphic Encryption,Cloud security
793,Noiseless Fully Homomorphic Encryption,Network security
793,Noiseless Fully Homomorphic Encryption,Privacy-preserving systems
793,Noiseless Fully Homomorphic Encryption,Protocols
794,I'm Listening to your Location! Inferring User Location with Acoustic Side Channel,Forensics
795,Superset Disassembly: Statically Rewriting x86 Binaries Without Heuristics,Software security
796,An Adaptive Framework for the Detection of Novel Botnets,Distributed systems security
796,An Adaptive Framework for the Detection of Novel Botnets,Intrusion detection
796,An Adaptive Framework for the Detection of Novel Botnets,Machine learning
796,An Adaptive Framework for the Detection of Novel Botnets,Malware
796,An Adaptive Framework for the Detection of Novel Botnets,Network security
797,Fair Content Distribution Using State Channels,Applied cryptography
797,Fair Content Distribution Using State Channels,Protocols
798,Attack Surface Identification for Profitable Vulnerability Assessment through Program Metrics,Metrics
798,Attack Surface Identification for Profitable Vulnerability Assessment through Program Metrics,Software security
801,SECProv: Trustworthy and Efficient Provenance Management in the Cloud,Cloud security
801,SECProv: Trustworthy and Efficient Provenance Management in the Cloud,Forensics
802,RSR: Resilient Secure Resets Leveraging Cyber-Physical System Properties,Cyber-physical systems (including IoT) security
802,RSR: Resilient Secure Resets Leveraging Cyber-Physical System Properties,Hardware and architecture security
803,"Git Blame Who?: Stylistic Authorship Attribution of Small, Incomplete Source Code Fragments",Anonymity
803,"Git Blame Who?: Stylistic Authorship Attribution of Small, Incomplete Source Code Fragments",Machine learning
803,"Git Blame Who?: Stylistic Authorship Attribution of Small, Incomplete Source Code Fragments",Web security and privacy
804,Improving Personal Computers‰Ûª Security with a Dual UID Approach,Network security
805,Using Evil for Good: Leveraging Side-Channel Inference for Misbehaved SmartApp Detection,Cyber-physical systems (including IoT) security
805,Using Evil for Good: Leveraging Side-Channel Inference for Misbehaved SmartApp Detection,Mobile security and privacy
805,Using Evil for Good: Leveraging Side-Channel Inference for Misbehaved SmartApp Detection,Privacy-preserving systems
807,Use Privacy in Data-Driven Systems: Theory and Experiments with Machine Learnt Programs,Privacy-preserving systems
807,Use Privacy in Data-Driven Systems: Theory and Experiments with Machine Learnt Programs,Privacy policies
808,Predictive Use-After-Free Detection in Concurrent Programs,Access control
808,Predictive Use-After-Free Detection in Concurrent Programs,Cloud security
808,Predictive Use-After-Free Detection in Concurrent Programs,Distributed systems security
808,Predictive Use-After-Free Detection in Concurrent Programs,Information flow
808,Predictive Use-After-Free Detection in Concurrent Programs,Language-based security
808,Predictive Use-After-Free Detection in Concurrent Programs,Network security
808,Predictive Use-After-Free Detection in Concurrent Programs,Secure and verifiable computation
808,Predictive Use-After-Free Detection in Concurrent Programs,Software security
808,Predictive Use-After-Free Detection in Concurrent Programs,Web security and privacy
809,DMAguard: A Practical Mitigation Against Mobile Rowhammer Attacks,Hardware and architecture security
809,DMAguard: A Practical Mitigation Against Mobile Rowhammer Attacks,Mobile security and privacy
809,DMAguard: A Practical Mitigation Against Mobile Rowhammer Attacks,Software security
810,Performance and Security Strength Trade-Off in Biometric-based Authentication Systems,Access control
810,Performance and Security Strength Trade-Off in Biometric-based Authentication Systems,Authentication and authorization
810,Performance and Security Strength Trade-Off in Biometric-based Authentication Systems,Machine learning
811,Design and Implementation of a Practical Approach to Usable Forward Secure Email,Software security
812,Knowledge Exploit: Unleashing the potential of knowledge bases for cyber security,Machine learning
812,Knowledge Exploit: Unleashing the potential of knowledge bases for cyber security,Malware
812,Knowledge Exploit: Unleashing the potential of knowledge bases for cyber security,Web security and privacy
813,A Formal Foundation for Secure Remote Execution of Enclaves,Cloud security
813,A Formal Foundation for Secure Remote Execution of Enclaves,Hardware and architecture security
813,A Formal Foundation for Secure Remote Execution of Enclaves,Information flow
813,A Formal Foundation for Secure Remote Execution of Enclaves,Secure and verifiable computation
814,A Multi-Modal Neuro-Physiological Study of Malicious Insider Threats,Intrusion detection
814,A Multi-Modal Neuro-Physiological Study of Malicious Insider Threats,Machine learning
814,A Multi-Modal Neuro-Physiological Study of Malicious Insider Threats,User studies
815,"Ouroboros Praos: An adaptively-secure, semi-synchronous proof-of-stake protocol",Distributed systems security
815,"Ouroboros Praos: An adaptively-secure, semi-synchronous proof-of-stake protocol",Protocols
816,Capturing Malware Propagations with Code Injections and Code-Reuse attacks.,Information flow
816,Capturing Malware Propagations with Code Injections and Code-Reuse attacks.,Malware
816,Capturing Malware Propagations with Code Injections and Code-Reuse attacks.,Software security
817,Towards Measuring the Effectiveness of Telephony Blacklists,Machine learning
817,Towards Measuring the Effectiveness of Telephony Blacklists,Mobile security and privacy
817,Towards Measuring the Effectiveness of Telephony Blacklists,Network security
817,Towards Measuring the Effectiveness of Telephony Blacklists,Web security and privacy
818,When Human Cognitive Modeling Meets PINs: Inter-Keystroke Timing Attacks Revisited,Authentication and authorization
818,When Human Cognitive Modeling Meets PINs: Inter-Keystroke Timing Attacks Revisited,Hardware and architecture security
818,When Human Cognitive Modeling Meets PINs: Inter-Keystroke Timing Attacks Revisited,User studies
819,Practical Read-Only ORAM Tolerating Malicious Users,Cloud security
819,Practical Read-Only ORAM Tolerating Malicious Users,Privacy-preserving systems
819,Practical Read-Only ORAM Tolerating Malicious Users,Protocols
821,"Efficient, Constant-Round and Actively Secure MPC: Beyond the Three-Party Case",Applied cryptography
821,"Efficient, Constant-Round and Actively Secure MPC: Beyond the Three-Party Case",Protocols
821,"Efficient, Constant-Round and Actively Secure MPC: Beyond the Three-Party Case",Secure and verifiable computation
822,Digital Liquid Democracy: How to Vote Your Delegation Statement,Protocols
823,Practical Quantum-Safe Voting from Lattices,Privacy-preserving systems
823,Practical Quantum-Safe Voting from Lattices,Protocols
824,High-dimensional Data Classification with Differential Privacy,Machine learning
824,High-dimensional Data Classification with Differential Privacy,Privacy-preserving systems
825,Learning Security Rules from Code Changes,Machine learning
825,Learning Security Rules from Code Changes,Software security
827,A Robust Watermarking Algorithm against Merging Attack for Vector Geographic Data,Authentication and authorization
829,FAROS: Illuminating In-Memory Injection Attacks via Provenance-based Whole System Dynamic Information Flow Tracking,Forensics
829,FAROS: Illuminating In-Memory Injection Attacks via Provenance-based Whole System Dynamic Information Flow Tracking,Hardware and architecture security
830,Provably-Secure Privacy-Preserving OpenID Connect without Password Files,Anonymity
830,Provably-Secure Privacy-Preserving OpenID Connect without Password Files,Authentication and authorization
830,Provably-Secure Privacy-Preserving OpenID Connect without Password Files,Privacy-preserving systems
831,OBSCURO: A Secure and Anonymous Bitcoin Mixer using SGX,Anonymity
831,OBSCURO: A Secure and Anonymous Bitcoin Mixer using SGX,Distributed systems security
831,OBSCURO: A Secure and Anonymous Bitcoin Mixer using SGX,Privacy policies
831,OBSCURO: A Secure and Anonymous Bitcoin Mixer using SGX,Protocols
831,OBSCURO: A Secure and Anonymous Bitcoin Mixer using SGX,Software security
832,Efficient and Cost-Saving White-Box Encryption and Decryption for Arbitrary Block Cipher,Applied cryptography
832,Efficient and Cost-Saving White-Box Encryption and Decryption for Arbitrary Block Cipher,Software security
833,SecIntent: A Unified Intent-based Security & Policy framework for IoT devices,Access control
833,SecIntent: A Unified Intent-based Security & Policy framework for IoT devices,Language-based security
833,SecIntent: A Unified Intent-based Security & Policy framework for IoT devices,Network security
834,Trojaning Attack on Neural Networks,Machine learning
835,TLS-N: Non-repudiation over TLS - Enabling Ubiquitous Content Signing for Disintermediation,Applied cryptography
835,TLS-N: Non-repudiation over TLS - Enabling Ubiquitous Content Signing for Disintermediation,Distributed systems security
